alphabet,threshold,method,TPR,TNR,PPV,NPV,FNR,FPR,FDR,FOR,ACC,F1,MCC,aaindex,selected_sites,feature_num
Van Der Waals Volume,0.4,mlp,0.71,0.93,0.85,0.86,0.29,0.07,0.15,0.35,0.85,0.77,0.67,"ANDN920101, CHAM830104, FAUJ880111, MONM990201","[34, 70, 81, 140, 152, 165, 186, 266, 273]",36
Polarizability,0.4,mlp,0.7,0.93,0.85,0.85,0.3,0.07,0.15,0.38,0.85,0.77,0.67,"ANDN920101, FAUJ880111","[34, 70, 81, 140, 152, 165, 186, 266, 270, 273]",20
1-Mahler66,0.4,mlp,0.74,0.91,0.82,0.87,0.26,0.09,0.18,0.29,0.85,0.78,0.67,"CHAM830103, ANDN920101, RICJ880117, KLEP840101, CHAM830104","[34, 70, 81, 93, 140, 152, 186, 251, 266, 270, 273]",55
2-Lehninger70,0.4,mlp,0.74,0.91,0.82,0.86,0.26,0.09,0.18,0.3,0.85,0.77,0.67,"CHAM830104, KLEP840101, ANDN920101, CHAM830103","[34, 81, 93, 140, 152, 186, 251, 270, 273]",36
3-Robson76,0.4,svc,0.74,0.92,0.83,0.87,0.26,0.08,0.17,0.3,0.85,0.78,0.68,"CHAM810101, WILM950102, VENT840101, FAUJ880105","[34, 81, 93, 140, 152, 165, 186, 251, 270, 272, 273]",44
8-Crippen90,0.4,mlp,0.72,0.93,0.84,0.86,0.28,0.07,0.16,0.33,0.85,0.78,0.68,"ANDN920101, CHAM830103, CHAM830107, FAUJ880103, KLEP840101","[34, 68, 140, 145, 186, 188, 208, 251, 266, 270, 273]",55
9-Maiorov92,0.4,mlp,0.68,0.93,0.85,0.85,0.32,0.07,0.15,0.39,0.85,0.76,0.65,"CHAM830104, ANDN920101, CHAM830107","[68, 81, 140, 152, 251, 266, 270, 273]",24
11-Riddle97,0.4,random forest,0.74,0.92,0.83,0.86,0.26,0.08,0.17,0.3,0.85,0.78,0.67,"CHAM820101, NOZY710101, CHAM830103, FAUJ880112","[34, 81, 93, 140, 152, 165, 186, 251, 266, 270, 273]",44
12-Mirny99,0.4,svc,0.73,0.92,0.83,0.86,0.27,0.08,0.17,0.31,0.85,0.78,0.67,"HOPT810101, ANDN920101, FAUJ880111, FINA910104, FAUJ880112, VENT840101","[34, 70, 81, 140, 152, 186, 251, 270, 273]",54
13-Wang99,0.4,random forest,0.74,0.92,0.83,0.86,0.26,0.08,0.17,0.3,0.85,0.78,0.67,"CHAM820101, NOZY710101, CHAM830103, FAUJ880112","[34, 81, 93, 140, 152, 165, 186, 251, 266, 270, 273]",44
14b-Prlic SDM17 2000,0.4,mlp,0.71,0.92,0.83,0.85,0.29,0.08,0.17,0.34,0.85,0.76,0.66,"RICJ880106, FAUJ880111, CHAM830107, KARS160118, RACS820109, FAUJ880102","[34, 42, 70, 79, 81, 93, 145, 152, 165, 182, 186, 188, 208, 251, 266, 270, 272]",102
23a-Edgar Se-B 2003,0.4,mlp,0.7,0.93,0.85,0.85,0.3,0.07,0.15,0.38,0.85,0.76,0.66,"BEGF750102, RICJ880109, CHAM830107, CHAM830105, ROSG850101, FINA910102, CHAM830104","[70, 81, 93, 140, 152, 165, 251, 266, 270, 273]",70
23b-Edgar Se-V 2003,0.4,random forest,0.69,0.94,0.86,0.85,0.31,0.06,0.14,0.39,0.85,0.77,0.67,"CHAM830104, BEGF750101, CHAM830105, FAUJ880105, KLEP840101, FINA910104, VENT840101","[70, 81, 93, 140, 152, 165, 251, 266, 270, 273]",70
31-Zuo 2009,0.4,mlp,0.68,0.94,0.87,0.85,0.32,0.06,0.13,0.41,0.85,0.77,0.67,"PALJ810116, FAUJ880112, KARS160102, ISOY800108, FAUJ880105, CHAM830104, VENT840101","[68, 70, 81, 93, 140, 152, 165, 251, 266, 270, 273]",77
4-Dayhoff78,0.4,mlp,0.69,0.93,0.84,0.85,0.31,0.07,0.16,0.39,0.84,0.76,0.65,"AURR980103, RACS820109, KLEP840101, CHAM830104","[70, 81, 93, 140, 152, 165, 251, 266, 273]",36
14a-Prlic SDM12 2000,0.4,mlp,0.71,0.9,0.79,0.85,0.29,0.1,0.21,0.33,0.84,0.75,0.63,"FINA910102, BEGF750101, CHAM830107, FAUJ880109, CHAM830104, CHOC760101","[34, 42, 46, 68, 70, 79, 81, 93, 152, 165, 182, 186, 189, 251, 266, 270, 272]",102
15a-Solis(G) 2000,0.4,mlp,0.73,0.9,0.79,0.86,0.27,0.1,0.21,0.3,0.84,0.76,0.64,"AURR980103, CHAM830108","[34, 68, 81, 93, 132, 152, 182, 186, 189, 266, 270, 272]",24
16-Murphy 2000,0.4,mlp,0.71,0.92,0.82,0.85,0.29,0.08,0.18,0.34,0.84,0.76,0.65,"FINA910104, CHAM830104, CHAM830105, CHAM830107, PTIO830102, FAUJ880109, VENT840101","[70, 81, 93, 140, 152, 165, 251, 266, 270, 273]",70
Hyrophobic,0.4,random forest,0.63,0.94,0.85,0.82,0.37,0.06,0.15,0.49,0.83,0.72,0.62,"ANDN920101, FAUJ880112, KLEP840101, MAXF760101","[42, 46, 68, 79, 81, 152, 165, 251, 266, 272]",40
Polarity,0.4,svc,0.63,0.95,0.87,0.82,0.37,0.05,0.13,0.52,0.83,0.73,0.63,"ANDN920101, FAUJ880111, KLEP840101, VENT840101","[42, 46, 68, 79, 81, 93, 152, 165, 251, 266, 272]",44
SE-B(8),0.4,random forest,0.64,0.94,0.84,0.83,0.36,0.06,0.16,0.47,0.83,0.73,0.62,"PALJ810107, CHAM830107, CHAM830105, GRAR740103, CHAM830104","[42, 46, 68, 70, 79, 81, 93, 152, 165, 182, 251, 266, 270, 272]",70
5-Dickerson83,0.4,svc,0.63,0.94,0.86,0.82,0.37,0.06,0.14,0.51,0.83,0.73,0.63,"ANDN920101, CHAM830104, FAUJ880111, KLEP840101","[42, 46, 68, 79, 81, 93, 152, 165, 251, 266, 272]",44
15b-Solis(D) 2000,0.4,mlp,0.65,0.93,0.84,0.83,0.35,0.07,0.16,0.46,0.83,0.73,0.62,"ANDN920101, FAUJ880111, CHAM830107, CHAM830106, KARS160120, CHAM830103, BEGF750102, VENT840101","[42, 46, 68, 70, 79, 81, 93, 132, 152, 165, 182, 189, 190, 251, 266, 270, 272]",136
17-Rogov 2001,0.4,svc,0.63,0.94,0.86,0.82,0.37,0.06,0.14,0.51,0.83,0.73,0.63,"CHAM830104, ANDN920101, CHAM830105, FAUJ880111","[42, 46, 68, 79, 81, 93, 152, 165, 182, 251, 270, 272]",48
18-Ceiplak 2001,0.4,mlp,0.65,0.92,0.83,0.83,0.35,0.08,0.17,0.46,0.83,0.72,0.61,"FINA910104, ANDN920101, VENT840101, CHAM830105","[68, 81, 93, 140, 145, 165, 188, 208, 251, 273]",40
27-Melo 2005,0.4,random forest,0.65,0.92,0.82,0.83,0.35,0.08,0.18,0.45,0.83,0.73,0.61,"ANDN920101, FAUJ880111, KLEP840101","[42, 68, 79, 93, 152, 165, 189, 251, 272]",27
29-Etchebest 2007,0.4,mlp,0.66,0.92,0.82,0.83,0.34,0.08,0.18,0.42,0.83,0.73,0.62,"CHAM830107, FINA910103, FAUJ880111, KARS160102, CHAM830104","[42, 46, 68, 70, 79, 81, 93, 132, 152, 165, 182, 189, 190, 251, 266, 270, 272]",85
10-Thomas96,0.4,mlp,0.65,0.91,0.79,0.83,0.35,0.09,0.21,0.42,0.82,0.71,0.59,"ANDN920101, VENT840101, KLEP840101, CHAM830103, FAUJ880109, FAUJ880112","[34, 81, 93, 140, 152, 186, 251, 273]",48
19-Liu 2002,0.4,random forest,0.66,0.91,0.8,0.83,0.34,0.09,0.2,0.42,0.82,0.72,0.6,"CHAM830103, FAUJ880111, FAUJ880109","[34, 81, 140, 152, 165, 186, 251, 273]",24
24-Kosiol 2003,0.4,mlp,0.57,0.93,0.81,0.8,0.43,0.07,0.19,0.62,0.8,0.67,0.55,"ANDN920101, CHAM830104, KLEP840101","[42, 68, 70, 79, 93, 165, 251]",21
30-Solis GBMR4 2009,0.4,mlp,0.45,0.92,0.75,0.76,0.55,0.08,0.25,0.91,0.75,0.57,0.43,"ANDN920101, KLEP840101, MEIH800101, VENT840101","[42, 46, 68, 79, 152, 165, 182, 251, 270, 272]",40
