alphabet,threshold,method,TPR,TNR,PPV,NPV,FNR,FPR,FDR,FOR,ACC,F1,MCC,aaindex,selected_sites,feature_num
25-Weathers 2004,0.4,mlp,0.9,0.89,0.91,0.89,0.1,0.11,0.09,0.1,0.9,0.91,0.8,"CHAM830107, RICJ880109, FAUJ880111, VENT840101, FASG760102","[49, 61, 82, 120, 123, 130, 132, 134, 136, 143, 144, 154, 155, 156, 157, 171, 188, 192, 196, 261, 275, 277]",110
29-Etchebest 2007,0.4,mlp,0.89,0.9,0.92,0.88,0.11,0.1,0.08,0.11,0.9,0.9,0.8,"GEIM800105, CHAM830103, CHAM830106, CHAM830105, FINA910104, VENT840101, PUNT030101, CHAM830108","[120, 123, 130, 132, 134, 136, 143, 144, 154, 156, 157, 171, 188, 189, 192, 225, 261, 275, 277]",152
9-Maiorov92,0.4,mlp,0.88,0.89,0.91,0.87,0.12,0.11,0.09,0.12,0.89,0.9,0.78,"FAUJ880105, CHOC760102, CHAM830107, CHAM830108, KARS160120","[61, 82, 120, 123, 130, 132, 134, 143, 144, 155, 156, 157, 171, 188, 192, 196, 275, 277]",90
14a-Prlic SDM12 2000,0.4,random forest,0.89,0.89,0.91,0.88,0.11,0.11,0.09,0.11,0.89,0.9,0.79,"RACS820109, FAUJ880112, VENT840101","[120, 123, 130, 132, 134, 136, 143, 144, 154, 156, 157, 171, 188, 189, 192, 196, 275, 277]",54
15a-Solis(G) 2000,0.4,random forest,0.9,0.89,0.91,0.88,0.1,0.11,0.09,0.11,0.89,0.9,0.79,"JANJ790101, VENT840101, RICJ880112, LEVM760107","[120, 123, 130, 132, 134, 136, 143, 144, 154, 156, 157, 158, 171, 188, 189, 192, 261, 275, 277]",76
23b-Edgar Se-V 2003,0.4,mlp,0.88,0.89,0.91,0.87,0.12,0.11,0.09,0.12,0.89,0.89,0.77,"ANDN920101, CHAM830103, GEIM800101, LEVM760103, KLEP840101, CHAM830107","[61, 82, 120, 123, 132, 134, 136, 143, 144, 154, 155, 156, 157, 171, 188, 192, 275, 277]",108
26-Anderson 2004,0.4,mlp,0.9,0.89,0.91,0.88,0.1,0.11,0.09,0.11,0.89,0.9,0.79,"LEVM760107, BEGF750101, KLEP840101, SUEM840102, CHAM830105, CHAM830103, LEVM760106","[61, 82, 120, 123, 134, 143, 144, 154, 155, 156, 157, 171, 188, 189, 225, 261, 275]",119
28-Lenckowski 2007,0.4,mlp,0.88,0.9,0.91,0.87,0.12,0.1,0.09,0.12,0.89,0.9,0.78,"CHAM830106, CHAM830108, FAUJ880105, CHAM830103","[49, 61, 82, 134, 143, 144, 155, 156, 157, 171, 188, 189, 277]",52
Polarizability,0.4,random forest,0.86,0.9,0.91,0.85,0.14,0.1,0.09,0.14,0.88,0.88,0.76,"ANDN920101, FAUJ880111","[82, 134, 136, 144, 155, 156, 157, 188, 189, 192, 196, 275, 277]",26
SE-B(8),0.4,random forest,0.87,0.88,0.89,0.86,0.13,0.12,0.11,0.13,0.88,0.88,0.75,"FAUJ880105, VENT840101, FINA910101, FAUJ880111, CHAM830103, NOZY710101","[120, 123, 132, 134, 136, 143, 144, 154, 156, 157, 171, 188, 189, 192, 261, 275, 277]",102
2-Lehninger70,0.4,random forest,0.88,0.88,0.9,0.86,0.12,0.12,0.1,0.12,0.88,0.89,0.76,"FAUJ880109, FAUJ880112, ANDN920101, CHAM830103, CHAM830104","[61, 82, 120, 123, 130, 132, 134, 143, 144, 154, 155, 156, 157, 171, 188, 196]",80
8-Crippen90,0.4,mlp,0.89,0.87,0.89,0.88,0.11,0.13,0.11,0.11,0.88,0.89,0.76,"ANDN920101, CHAM830103, CHAM830107, FAUJ880103, KLEP840101","[61, 82, 120, 123, 130, 132, 134, 143, 144, 154, 155, 156, 157, 171, 189, 196, 225, 261, 275, 298]",100
Van Der Waals Volume,0.4,mlp,0.87,0.88,0.9,0.85,0.13,0.12,0.1,0.14,0.87,0.88,0.75,"ANDN920101, CHAM830104, FAUJ880111, MONM990201","[82, 134, 136, 144, 155, 156, 157, 188, 189, 192, 196, 275, 277]",52
11-Riddle97,0.4,mlp,0.85,0.89,0.9,0.84,0.15,0.11,0.1,0.16,0.87,0.88,0.74,"BEGF750102, ANDN920101, FAUJ880112, CHAM820101, CHAM830103","[61, 82, 120, 123, 132, 134, 143, 155, 156, 157, 171, 261, 275]",65
12-Mirny99,0.4,mlp,0.88,0.86,0.88,0.86,0.12,0.14,0.12,0.12,0.87,0.88,0.74,"BEGF750102, ANDN920101, FAUJ880112, KLEP840101, HOPT810101","[61, 82, 123, 134, 143, 144, 155, 156, 157, 188, 196]",55
13-Wang99,0.4,mlp,0.85,0.89,0.9,0.84,0.15,0.11,0.1,0.15,0.87,0.88,0.74,"JANJ790102, CHAM830103, FAUJ880105, FAUJ880112, BEGF750102","[61, 82, 120, 123, 132, 134, 143, 155, 156, 157, 171, 261, 275]",65
14b-Prlic SDM17 2000,0.4,mlp,0.87,0.87,0.88,0.85,0.13,0.13,0.12,0.13,0.87,0.88,0.74,"MEEJ800101, LEVM760107, RACS820101, QIAN880137, CHAM830103, FAUJ880111, SUEM840102","[120, 123, 132, 134, 143, 144, 154, 171, 188, 192, 261, 275, 277]",91
10-Thomas96,0.4,mlp,0.87,0.85,0.88,0.85,0.13,0.15,0.12,0.13,0.86,0.87,0.73,"ANDN920101, VENT840101, FAUJ880112, CHAM830103, FAUJ880109, KLEP840101","[61, 82, 123, 130, 132, 134, 143, 144, 155, 156, 157, 171, 188, 196]",84
15b-Solis(D) 2000,0.4,mlp,0.85,0.87,0.89,0.84,0.15,0.13,0.11,0.15,0.86,0.87,0.73,"FAUJ880111, FAUJ880105, VENT840101, CHOP780204, ROSM880103, FAUJ880109","[120, 130, 134, 136, 143, 144, 156, 157, 158, 171, 188, 189, 225, 261, 275]",90
19-Liu 2002,0.4,mlp,0.86,0.86,0.88,0.84,0.14,0.14,0.12,0.15,0.86,0.87,0.72,"CHAM830103, ANDN920101, FAUJ880112, FAUJ880109, KLEP840101","[61, 82, 123, 130, 132, 134, 143, 144, 155, 156, 157, 171, 188, 196]",70
Polarity,0.4,mlp,0.85,0.86,0.88,0.83,0.15,0.14,0.12,0.16,0.85,0.86,0.71,"ANDN920101, FAUJ880111, KLEP840101, VENT840101","[120, 123, 132, 134, 136, 143, 154, 156, 171, 188, 192, 261, 275, 277]",56
5-Dickerson83,0.4,svc,0.84,0.86,0.88,0.82,0.16,0.14,0.12,0.16,0.85,0.86,0.7,"ANDN920101, CHAM830104, FAUJ880111, KLEP840101","[120, 123, 132, 134, 143, 154, 156, 171, 188, 192, 261, 275, 277]",52
17-Rogov 2001,0.4,mlp,0.84,0.86,0.88,0.82,0.16,0.14,0.12,0.17,0.85,0.85,0.69,"FAUJ880109, VENT840101, FAUJ880111, CHAM830103, NOZY710101, CHAM830105","[120, 123, 134, 136, 143, 144, 154, 156, 157, 171, 188, 189]",72
18-Ceiplak 2001,0.4,mlp,0.81,0.89,0.9,0.8,0.19,0.11,0.1,0.21,0.85,0.85,0.7,"CHAM830107, VENT840101, ANDN920101, CHAM830105","[61, 82, 130, 143, 144, 154, 155, 156, 158]",36
Hyrophobic,0.4,mlp,0.81,0.85,0.86,0.8,0.19,0.15,0.14,0.2,0.83,0.84,0.66,"ANDN920101, FAUJ880112, KLEP840101, MAXF760101","[120, 123, 132, 134, 143, 156, 171, 188, 192, 261, 275, 277]",48
27-Melo 2005,0.4,random forest,0.82,0.84,0.86,0.8,0.18,0.16,0.14,0.19,0.83,0.84,0.66,"CHAM830103, KLEP840101, PALJ810110","[120, 123, 130, 134, 136, 143, 154, 156, 171]",27
30-Solis GBMR4 2009,0.4,mlp,0.8,0.82,0.84,0.78,0.2,0.18,0.16,0.21,0.81,0.82,0.62,"ANDN920101, FAUJ880112, KLEP840101, MEIH800101, VENT840101","[120, 123, 134, 136, 141, 143, 154, 156, 171, 185]",50
24-Kosiol 2003,0.4,mlp,0.72,0.78,0.79,0.7,0.28,0.22,0.21,0.32,0.74,0.75,0.49,"ANDN920101, KLEP840101","[120, 136, 143, 156, 162]",10
