alphabet,threshold,method,TPR,TNR,PPV,NPV,FNR,FPR,FDR,FOR,ACC,F1,MCC,aaindex,selected_sites,feature_num
Van Der Waals Volume,0.7,svc,0.42,0.94,0.81,0.75,0.58,0.06,0.19,1.12,0.76,0.55,0.45,"ANDN920101, CHAM830104, FAUJ880111, MONM990201","[34, 81, 140, 266]",16
Polarizability,0.7,svc,0.42,0.94,0.8,0.75,0.58,0.06,0.2,1.11,0.76,0.55,0.45,"ANDN920101, FAUJ880111","[34, 81, 140, 266]",8
2-Lehninger70,0.7,mlp,0.44,0.93,0.77,0.75,0.56,0.07,0.23,1.01,0.76,0.56,0.44,"CHAM830104, CHAM830107, FAUJ880112, CHAM830103, FAUJ880109","[34, 81, 93, 140]",20
3-Robson76,0.7,svc,0.46,0.92,0.76,0.76,0.54,0.08,0.24,0.9,0.76,0.57,0.45,"CHAM830104, VENT840101, FAUJ880105, ANDN920101","[34, 81, 93, 140]",16
4-Dayhoff78,0.7,svc,0.43,0.94,0.79,0.75,0.57,0.06,0.21,1.04,0.76,0.56,0.45,"CHAM830103, KLEP840101, BEGF750103, VENT840101","[81, 93, 140, 266]",16
9-Maiorov92,0.7,mlp,0.37,0.97,0.85,0.74,0.63,0.03,0.15,1.52,0.76,0.51,0.44,"CHAM830104, ANDN920101, CHAM830107","[81, 140, 266]",9
10-Thomas96,0.7,svc,0.46,0.92,0.76,0.76,0.54,0.08,0.24,0.89,0.76,0.58,0.45,"ANDN920101, CHAM830103, FAUJ880112","[34, 81, 93, 140]",12
12-Mirny99,0.7,random forest,0.4,0.95,0.82,0.74,0.6,0.05,0.18,1.25,0.76,0.54,0.45,"CHAM830107, VENT840101, FAUJ880111, CHAM830103, FAUJ880112","[34, 81, 140]",15
16-Murphy 2000,0.7,svc,0.43,0.94,0.79,0.75,0.57,0.06,0.21,1.04,0.76,0.56,0.45,"CHAM810101, CHAM830104, ANDN920101, NOZY710101, FAUJ880111, VENT840101","[81, 93, 140, 266]",24
18-Ceiplak 2001,0.7,mlp,0.48,0.92,0.76,0.76,0.52,0.08,0.24,0.84,0.76,0.58,0.45,"CHAM830107, VENT840101, RICJ880101","[81, 93, 140, 188, 208]",15
19-Liu 2002,0.7,random forest,0.4,0.95,0.82,0.74,0.6,0.05,0.18,1.25,0.76,0.54,0.45,"CHAM830103, CHAM830107, FAUJ880109, FAUJ880112","[34, 81, 140]",12
23a-Edgar Se-B 2003,0.7,svc,0.43,0.94,0.78,0.75,0.57,0.06,0.22,1.04,0.76,0.56,0.45,"CHAM830108, BEGF750102, ANDN920101, FAUJ880105, FAUJ880111","[81, 93, 140, 266]",20
23b-Edgar Se-V 2003,0.7,svc,0.43,0.94,0.79,0.75,0.57,0.06,0.21,1.05,0.76,0.56,0.45,"QIAN880138, FAUJ880111, CHAM810101, CHAM830107, FAUJ880105","[81, 93, 140, 266]",20
31-Zuo 2009,0.7,svc,0.43,0.94,0.79,0.75,0.57,0.06,0.21,1.04,0.76,0.56,0.45,"NOZY710101, ANDN920101, AURR980115, FAUJ880105, LEVM760106, FASG760102","[81, 93, 140, 266]",24
14a-Prlic SDM12 2000,0.7,svc,0.39,0.94,0.78,0.74,0.61,0.06,0.22,1.24,0.75,0.52,0.41,"CHAM830104, FAUJ880109, BEGF750103, FAUJ880112, FAUJ880110, FAUJ880111","[34, 81, 93, 165, 266]",30
14b-Prlic SDM17 2000,0.7,svc,0.42,0.93,0.77,0.75,0.58,0.07,0.23,1.06,0.75,0.54,0.43,"NOZY710101, FINA910102, FAUJ880108, BROC820102, FAUJ880111","[34, 81, 93, 188, 208, 266]",30
30-Solis GBMR4 2009,0.7,random forest,0.46,0.92,0.75,0.76,0.54,0.08,0.25,0.89,0.75,0.57,0.43,"ANDN920101, KLEP840101, MEIH800101, VENT840101","[42, 68, 79, 152, 165, 182, 251, 270, 272]",36
Polarity,0.7,svc,0.41,0.92,0.73,0.74,0.59,0.08,0.27,1.06,0.74,0.53,0.4,"ANDN920101, FAUJ880111, KLEP840101, VENT840101","[81, 93, 165, 266]",16
SE-B(8),0.7,mlp,0.41,0.92,0.73,0.74,0.59,0.08,0.27,1.06,0.74,0.53,0.4,"FAUJ880105, GRAR740103, VENT840101, CHAM830103","[81, 93, 165, 266]",16
5-Dickerson83,0.7,svc,0.41,0.92,0.74,0.74,0.59,0.08,0.26,1.06,0.74,0.53,0.4,"ANDN920101, CHAM830104, FAUJ880111, KLEP840101","[81, 93, 165, 266]",16
15b-Solis(D) 2000,0.7,svc,0.41,0.92,0.73,0.74,0.59,0.08,0.27,1.06,0.74,0.53,0.39,"ANDN920101, BEGF750102, VENT840101, CHOP780205, ROSM880103, FAUJ880111","[81, 93, 165, 266]",24
29-Etchebest 2007,0.7,svc,0.41,0.92,0.73,0.74,0.59,0.08,0.27,1.05,0.74,0.53,0.4,"RICJ880101, ANDN920101, CHAM830105, VENT840101, CHAM830104, QIAN880116","[81, 93, 165, 266]",24
Hyrophobic,0.7,svc,0.34,0.94,0.77,0.72,0.66,0.06,0.23,1.53,0.73,0.47,0.37,"ANDN920101, FAUJ880112, KLEP840101, MAXF760101","[81, 165, 266]",12
17-Rogov 2001,0.7,svc,0.4,0.92,0.72,0.74,0.6,0.08,0.28,1.11,0.73,0.51,0.38,"CHAM830104, ANDN920101, CHAM830103","[81, 93, 165]",9
27-Melo 2005,0.7,svc,0.37,0.92,0.73,0.73,0.63,0.08,0.27,1.27,0.73,0.49,0.36,"CHAM830104, ANDN920101, KLEP840101, PALJ810110","[93, 165]",8
15a-Solis(G) 2000,0.7,mlp,0.31,0.94,0.74,0.71,0.69,0.06,0.26,1.71,0.72,0.43,0.34,"BEGF750101, CHAM830103, NOZY710101, BEGF750102, FAUJ880111, CHAM820102, FAUJ880112, CHAM830105","[34, 81, 93, 266]",32
24-Kosiol 2003,0.7,svc,0.28,0.93,0.69,0.7,0.72,0.07,0.31,1.78,0.7,0.4,0.29,"ANDN920101, KLEP840101",[93],2
